instruction,input,output
What are the major insights presented in the paper 'Real-time Acquisition and Reconstruction of Dynamic Volumes with Neural Structured Illumination'?,,The publication date is 2024-04-16 and you can find the paper here https://arxiv.org/html/2404.10766v1
Can you summarize the key findings of the study 'CFAT: Unleashing Triangular Windows for Image Super-resolution'?,"Publication Date: 2024-03-24, ArXiv Link: https://arxiv.org/abs/2403.16143","In the paper 'CFAT: Unleashing Triangular Windows for Image Super-resolution', Transformer-based models have revolutionized the field of image super-resolution SR by harnessing their inherent ability to capture complex contextual features. The overlapping rectangular shifted window technique used in transformer architecture nowadays is a common practice in super-resolution models to improve the quality and robustness of image upscaling. However, it suffers from distortion at the boundaries and has limited unique shifting modes. To overcome these weaknesses, we propose a non-overlapping triangular window technique that synchronously works with the rectangular one to mitigate boundary-level distortion and allows the model to access more unique sifting modes. In this paper, we propose a Composite Fusion Attention Transformer CFAT that incorporates triangular-rectangular window-based local attention with a channel-based global attention technique in image super-resolution. As a result, CFAT enables attention mechanisms to be activated on more image pixels and captures long-range, multi-scale features to improve SR performance. The extensive experimental results and ablation study demonstrate the effectiveness of CFAT in the SR domain. Our proposed model shows a significant 0.7 dB performance improvement over other state-of-the-art SR architectures."
Can you summarize the key findings of the study 'Deciphering ‘What’ and ‘Where’ Visual Pathways from Spectral Clustering of Layer-Distributed Neural Representations'?,"Publication Date: 2023-12-11, ArXiv Link: https://arxiv.org/abs/2312.06716","In the paper 'Deciphering ‘What’ and ‘Where’ Visual Pathways from Spectral Clustering of Layer-Distributed Neural Representations', We present an approach for analyzing grouping information contained within a neural networks activations, permitting extraction of spatial layout and semantic segmentation from the behavior of large pre-trained vision models. Unlike prior work, our method conducts a holistic analysis of a networks activation state, leveraging features from all layers and obviating the need to guess which part of the model contains relevant information. Motivated by classic spectral clustering, we formulate this analysis in terms of an optimization objective involving a set of affinity matrices, each formed by comparing features within a different layer. Solving this optimization problem using gradient descent allows our technique to scale from single images to dataset-level analysis, including, in the latter, both intra- and inter-image relationships. Analyzing a pre-trained generative transformer provides insight into the computational strategy learned by such models. Equating affinity with key-query similarity across attention layers yields eigenvectors encoding scene spatial layout, whereas defining affinity by value vector similarity yields eigenvectors encoding object identity. This result suggests that key and query vectors coordinate attentional information flow according to spatial proximity a where pathway, while value vectors refine a semantic category representation a what pathway."
What is the publication date and link for the paper 'DART: Implicit Doppler Tomography for Radar Novel View Synthesis'?,,The publication date is 2024-03-06 and you can find the paper here https://arxiv.org/abs/2403.03896v1
Can you summarize the key findings of the study 'Don’t drop your samples! Coherence-aware training benefits Conditional diffusion'?,"Publication Date: 2024-05-30, ArXiv Link: https://arxiv.org/abs/2405.20324","In the paper 'Don’t drop your samples! Coherence-aware training benefits Conditional diffusion', Conditional diffusion models are powerful generative models that can leverage various types of conditional information, such as class labels, segmentation masks, or text captions. However, in many real-world scenarios, conditional information may be noisy or unreliable due to human annotation errors or weak alignment. In this paper, we propose the Coherence-Aware Diffusion CAD, a novel method that integrates coherence in conditional information into diffusion models, allowing them to learn from noisy annotations without discarding data. We assume that each data point has an associated coherence score that reflects the quality of the conditional information. We then condition the diffusion model on both the conditional information and the coherence score. In this way, the model learns to ignore or discount the conditioning when the coherence is low. We show that CAD is theoretically sound and empirically effective on various conditional generation tasks. Moreover, we show that leveraging coherence generates realistic and diverse samples that respect conditional information better than models trained on cleaned datasets where samples with low coherence have been discarded."
"What is the main contribution of the research paper titled 'Check, Locate, Rectify: A Training-Free Layout Calibration System for Text-to-Image Generation'?",,The publication date is 2023-11-27 and you can find the paper here https://arxiv.org/abs/2311.15773
What are the major insights presented in the paper 'GenHowTo: Learning to Generate Actions and State Transformations from Instructional Videos'?,,The publication date is 2023-12-12 and you can find the paper here https://arxiv.org/abs/2312.07322
What is the publication date and link for the paper 'From Coarse to Fine-Grained Open-Set Recognition'?,,The publication date is 2023-07-14 and you can find the paper here https://arxiv.org/abs/2307.07214
What is the publication date and link for the paper 'FinePOSE: Fine-Grained Prompt-Driven 3D Human Pose Estimation via Diffusion Models'?,,The publication date is 2024-05-08 and you can find the paper here https://arxiv.org/abs/2405.05216
What is the publication date and link for the paper 'FedMef: Towards Memory-efficient Federated Dynamic Pruning'?,,The publication date is 2024-03-21 and you can find the paper here https://arxiv.org/abs/2403.14737
What is the publication date and link for the paper 'FreeControl: Training-Free Spatial Control of Any Text-to-Image Diffusion Model with Any Condition'?,,The publication date is 2023-12-12 and you can find the paper here https://arxiv.org/abs/2312.07536
Can you summarize the key findings of the study 'Revamping Federated Learning Security from a Defender's Perspective: A Unified Defense with Homomorphic Encrypted Data Space'?,"Publication Date: 2023-07-02, ArXiv Link: https://arxiv.org/abs/2307.08672","In the paper 'Revamping Federated Learning Security from a Defender's Perspective: A Unified Defense with Homomorphic Encrypted Data Space', Federated Learning FL is a privacy-preserving distributed machine learning technique that enables individual clients e.g., user participants, edge devices, or organizations to train a model on their local data in a secure environment and then share the trained model with an aggregator to build a global model collaboratively. In this work, we propose FedDefender, a defense mechanism against targeted poisoning attacks in FL by leveraging differential testing. Our proposed method fingerprints the neuron activations of clients models on the same input and uses differential testing to identify a potentially malicious client containing a backdoor. We evaluate FedDefender using MNIST and FashionMNIST datasets with 20 and 30 clients, and our results demonstrate that FedDefender effectively mitigates such attacks, reducing the attack success rate ASR to 10 without deteriorating the global model performance."
What is the publication date and link for the paper 'DeCoTR: Enhancing Depth Completion with 2D and 3D Attentions'?,,The publication date is 2024-03-18 and you can find the paper here https://arxiv.org/abs/2403.12202
How does 'TiNO-Edit: Timestep and Noise Optimization for Robust Diffusion-Based Image Editing' impact the current field of study?,"Publication Date: 2024-04-17, ArXiv Link: https://arxiv.org/abs/2404.11120","In the paper 'TiNO-Edit: Timestep and Noise Optimization for Robust Diffusion-Based Image Editing', Despite many attempts to leverage pre-trained text-to-image models T2I like Stable Diffusion SD for controllable image editing, producing good predictable results remains a challenge. Previous approaches have focused on either fine-tuning pre-trained T2I models on specific datasets to generate certain kinds of images e.g., with a specific object or person, or on optimizing the weights, text prompts, andor learning features for each input image in an attempt to coax the image generator to produce the desired result. However, these approaches all have shortcomings and fail to produce good results in a predictable and controllable manner. To address this problem, we present TiNO-Edit, an SD-based method that focuses on optimizing the noise patterns and diffusion timesteps during editing, something previously unexplored in the literature. With this simple change, we are able to generate results that both better align with the original images and reflect the desired result. Furthermore, we propose a set of new loss functions that operate in the latent domain of SD, greatly speeding up the optimization when compared to prior approaches, which operate in the pixel domain. Our method can be easily applied to variations of SD including Textual Inversion and DreamBooth that encode new concepts and incorporate them into the edited results. We present a host of image-editing capabilities enabled by our approach. Our code is publicly available at httpsgithub.comSherryXTChenTiNO-Edit."
What is the publication date and link for the paper 'Memory-Scalable and Simplified Functional Map Learning'?,,The publication date is 2024-03-30 and you can find the paper here https://arxiv.org/abs/2404.00330
What is the publication date and link for the paper 'FineParser: A Fine-grained Spatio-temporal Action Parser for Human-centric Action Quality Assessment'?,,The publication date is 2024-05-11 and you can find the paper here https://arxiv.org/abs/2405.06887
Could you explain the significance of 'Spike-guided Motion Deblurring with Unknown Modal Spatiotemporal Alignment' in simple terms?,,The publication date is 2024-03-14 and you can find the paper here https://arxiv.org/abs/2403.09486
Could you explain the significance of 'From SAM to CAMs: Exploring Segment Anything Model for Weakly Supervised Semantic Segmentation' in simple terms?,,The publication date is 2023-12-06 and you can find the paper here https://arxiv.org/abs/2312.03585
Could you explain the significance of 'SchurVINS: Schur Complement-Based Lightweight Visual Inertial Navigation System' in simple terms?,,The publication date is 2023-12-04 and you can find the paper here https://arxiv.org/abs/2312.01616
What is the publication date and link for the paper 'CAGE: Controllable Articulation GEneration'?,,The publication date is 2023-12-15 and you can find the paper here https://arxiv.org/abs/2312.09570
Can you summarize the key findings of the study 'Neural Modes: Self-supervised Learning of Nonlinear Modal Subspaces'?,"Publication Date: 2024-04-26, ArXiv Link: https://arxiv.org/abs/2404.17620","In the paper 'Neural Modes: Self-supervised Learning of Nonlinear Modal Subspaces', We propose a self-supervised approach for learning physics-based subspaces for real-time simulation. Existing learning-based methods construct subspaces by approximating pre-defined simulation data in a purely geometric way. However, this approach tends to produce high-energy configurations, leads to entangled latent space dimensions, and generalizes poorly beyond the training set. To overcome these limitations, we propose a self-supervised approach that directly minimizes the systems mechanical energy during training. We show that our method leads to learned subspaces that reflect physical equilibrium constraints, resolve overfitting issues of previous methods, and offer interpretable latent space parameters."
What is the main contribution of the research paper titled 'Beyond Average: Individualized Visual Scanpath Prediction'?,,The publication date is 2024-04-18 and you can find the paper here https://arxiv.org/abs/2404.12235
What is the publication date and link for the paper 'CLIP-BEVFormer: Enhancing Multi-View Image-Based BEV Detector with Ground Truth Flow'?,,The publication date is 2024-03-13 and you can find the paper here https://arxiv.org/abs/2403.08919
"What is the publication date and link for the paper 'OmniParser: A Unified Framework for Text Spotting, Key Information Extraction and Table Recognition'?",,The publication date is 2024-03-28 and you can find the paper here https://arxiv.org/abs/2403.19128
Could you explain the significance of 'ZeroNVS: Zero-Shot 360-Degree View Synthesis from a Single Image' in simple terms?,,The publication date is 2023-10-27 and you can find the paper here https://arxiv.org/abs/2310.17994
Could you explain the significance of 'BigGait: Learning Gait Representation You Want by Large Vision Models' in simple terms?,,The publication date is 2024-02-29 and you can find the paper here https://arxiv.org/abs/2402.19122
How does 'ULIP-2: Towards Scalable Multimodal Pre-training for 3D Understanding' impact the current field of study?,"Publication Date: 2023-05-14, ArXiv Link: https://ar5iv.labs.arxiv.org/html/2305.08275","In the paper 'ULIP-2: Towards Scalable Multimodal Pre-training for 3D Understanding', Recent advancements in multimodal pre-training have shown promising efficacy in 3D representation learning by aligning multimodal features across 3D shapes, their 2D counterparts, and language descriptions. However, the methods used by existing frameworks to curate such multimodal data, in particular language descriptions for 3D shapes, are not scalable, and the collected language descriptions are not diverse. To address this, we introduce ULIP-2, a simple yet effective tri-modal pre-training framework that leverages large multimodal models to automatically generate holistic language descriptions for 3D shapes. It only needs 3D data as input, eliminating the need for any manual 3D annotations, and is therefore scalable to large datasets. ULIP-2 is also equipped with scaled-up backbones for better multimodal representation learning. We conduct experiments on two large-scale 3D datasets, Objaverse and ShapeNet, and augment them with tri-modal datasets of 3D point clouds, images, and language for training ULIP-2. Experiments show that ULIP-2 demonstrates substantial benefits in three downstream tasks zero-shot 3D classification, standard 3D classification with fine-tuning, and 3D captioning 3D-to-language generation. It achieves a new SOTA of 50.6 top-1 on Objaverse-LVIS and 84.7 top-1 on ModelNet40 in zero-shot classification. In the ScanObjectNN benchmark for standard fine-tuning, ULIP-2 reaches an overall accuracy of 91.5 with a compact model of only 1.4 million parameters. ULIP-2 sheds light on a new paradigm for scalable multimodal 3D representation learning without human annotations and shows significant improvements over existing baselines. The code and datasets are released at httpsgithub.comsalesforceULIP."
What is the publication date and link for the paper 'On the test-time zero-shot generalization of vision-language models: Do we really need prompt learning?'?,,The publication date is 2024-05-03 and you can find the paper here https://arxiv.org/abs/2405.02266
What is the publication date and link for the paper 'Context-Guided Spatio-Temporal Video Grounding'?,,The publication date is 2024-01-03 and you can find the paper here https://arxiv.org/abs/2401.01578
What are the major insights presented in the paper 'GaussianEditor: Editing 3D Gaussians Delicately with Text Instructions'?,,The publication date is 2023-11-27 and you can find the paper here https://arxiv.org/abs/2311.16037
What are the major insights presented in the paper 'GPS-Gaussian: Generalizable Pixel-wise 3D Gaussian Splatting for Real-time Human Novel View Synthesis'?,,The publication date is 2023-12-04 and you can find the paper here https://arxiv.org/abs/2312.02155
What is the publication date and link for the paper 'OpenStreetView-5M: The Many Roads to Global Visual Geolocation'?,,The publication date is 2024-04-29 and you can find the paper here https://arxiv.org/abs/2404.18873v1
Could you explain the significance of 'Sat2Scene: 3D Urban Scene Generation from Satellite Images with Diffusion' in simple terms?,,The publication date is 2024-01-19 and you can find the paper here https://arxiv.org/abs/2401.10786
How does 'CADTalk: An Algorithm and Benchmark for Semantic Commenting of CAD Programs' impact the current field of study?,"Publication Date: 2023-11-28, ArXiv Link: https://arxiv.org/abs/2311.16703","In the paper 'CADTalk: An Algorithm and Benchmark for Semantic Commenting of CAD Programs', CAD programs are a popular way to compactly encode shapes as a sequence of operations that are easy to parametrically modify. However, without sufficient semantic comments and structure, such programs can be challenging to understand, let alone modify. We introduce the problem of semantic commenting CAD programs, wherein the goal is to segment the input program into code blocks corresponding to semantically meaningful shape parts and assign a semantic label to each block. We solve the problem by combining program parsing with visual-semantic analysis afforded by recent advances in foundational language and vision models. Specifically, by executing the input programs, we create shapes, which we use to generate conditional photorealistic images to make use of semantic annotators for such images. We then distill the information across the images and link back to the original programs to semantically comment on them. Additionally, we collected and annotated a benchmark dataset, CADTalk, consisting of 5,288 machine-made programs and 45 human-made programs with ground truth semantic comments. We extensively evaluated our approach, compared it to a GPT-based baseline, and an open-set shape segmentation baseline, and reported an 83.24 accuracy on the new CADTalk dataset. Code and data httpsenigma-li.github.ioCADTalk."
What is the publication date and link for the paper 'MTLoRA: Low-Rank Adaptation Approach for Efficient Multi-Task Learning'?,,The publication date is 2024-03-29 and you can find the paper here https://arxiv.org/abs/2403.20320
What are the major insights presented in the paper 'View-Category Interactive Sharing Transformer for Incomplete Multi-View Multi-Label Learning'?,,The publication date is 2024-04-26 and you can find the paper here https://arxiv.org/abs/2404.17340
What is the main contribution of the research paper titled 'Visual Layout Composer: Image-Vector Dual Diffusion Model for Design Layout Generation'?,,The publication date is 2024-02-07 and you can find the paper here https://web3.arxiv.org/abs/2402.04754
What is the publication date and link for the paper 'Instantaneous Perception of Moving Objects in 3D'?,,The publication date is 2024-05-05 and you can find the paper here https://arxiv.org/abs/2405.02781
What is the publication date and link for the paper 'eTraM: Event-based Traffic Monitoring Dataset'?,,The publication date is 2024-03-29 and you can find the paper here https://arxiv.org/abs/2403.19976
What is the publication date and link for the paper 'Self-Discovering Interpretable Diffusion Latent Directions for Responsible Text-to-Image Generation'?,,The publication date is 2023-11-28 and you can find the paper here https://arxiv.org/abs/2311.17216
Could you explain the significance of 'GenNBV: Generalizable Next-Best-View Policy for Active 3D Reconstruction' in simple terms?,,The publication date is 2024-02-25 and you can find the paper here https://arxiv.org/abs/2402.16174
What is the publication date and link for the paper 'On the Robustness of Language Guidance for Low-Level Vision Tasks: Findings from Depth Estimation'?,,The publication date is 2024-04-12 and you can find the paper here https://arxiv.org/abs/2404.08540
Can you summarize the key findings of the study 'Towards a Perceptual Evaluation Framework for Lighting Estimation'?,"Publication Date: 2023-12-07, ArXiv Link: https://arxiv.org/abs/2312.04334","In the paper 'Towards a Perceptual Evaluation Framework for Lighting Estimation', Progress in lighting estimation is tracked by computing existing image quality assessment IQA metrics on images from standard datasets. While this may appear to be a reasonable approach, we demonstrate that doing so does not correlate to human preference when the estimated lighting is used to relight a virtual scene into a real photograph. To study this, we design a controlled psychophysical experiment where human observers must choose their preference amongst rendered scenes lit using a set of lighting estimation algorithms selected from the recent literature, and use it to analyse how these algorithms perform according to human perception. Then, we demonstrate that none of the most popular IQA metrics from the literature, taken individually, correctly represent human perception. Finally, we show that by learning a combination of existing IQA metrics, we can more accurately represent human preference. This provides a new perceptual framework to help evaluate future lighting estimation algorithms."
What is the publication date and link for the paper 'HOLD: Category-agnostic 3D Reconstruction of Interacting Hands and Objects from Video'?,,The publication date is 2023-11-30 and you can find the paper here https://arxiv.org/abs/2311.18448v1
Could you explain the significance of 'Language-driven All-in-one Adverse Weather Removal' in simple terms?,,The publication date is 2023-12-03 and you can find the paper here https://arxiv.org/abs/2312.01381
What is the publication date and link for the paper 'Gaussian Splatting SLAM'?,,The publication date is 2023-12-11 and you can find the paper here https://arxiv.org/abs/2312.06741
How does 'Backdoor Defense via Test-Time Detecting and Repairing' impact the current field of study?,"Publication Date: 2023-08-11, ArXiv Link: https://arxiv.org/abs/2308.06107","In the paper 'Backdoor Defense via Test-Time Detecting and Repairing', Deep neural networks have played a crucial part in many critical domains, such as autonomous driving, face recognition, and medical diagnosis. However, deep neural networks are facing security threats from backdoor attacks and can be manipulated into attacker-decided behaviors by the backdoor attacker. To defend the backdoor, prior research has focused on using clean data to remove backdoor attacks before model deployment. In this paper, we investigate the possibility of defending against backdoor attacks at test time by utilizing partially poisoned data to remove the backdoor from the model. To address the problem, a two-stage method Test-Time Backdoor Defense TTBD is proposed. In the first stage, we propose a backdoor sample detection method DDP to identify poisoned samples from a batch of mixed, partially poisoned samples. Once the poisoned samples are detected, we employ Shapley estimation to calculate the contribution of each neurons significance in the network, locate the poisoned neurons, and prune them to remove backdoor in the models. Our experiments demonstrate that TTBD removes the backdoor successfully with only a batch of partially poisoned data across different model architectures and datasets against different types of backdoor attacks."
What is the publication date and link for the paper 'XCube: Large-Scale 3D Generative Modeling using Sparse Voxel Hierarchies'?,,The publication date is 2023-12-06 and you can find the paper here https://arxiv.org/abs/2312.03806
Could you explain the significance of 'MultiPhys: Multi-Person Physics-aware 3D Motion Estimation' in simple terms?,,The publication date is 2024-04-18 and you can find the paper here https://arxiv.org/abs/2404.11987
Could you explain the significance of 'Text-Driven Image Editing via Learnable Regions' in simple terms?,,The publication date is 2023-11-28 and you can find the paper here https://arxiv.org/abs/2311.16432
What is the publication date and link for the paper 'Balancing Act: Distribution-Guided Debiasing in Diffusion Models'?,,The publication date is 2024-02-28 and you can find the paper here https://arxiv.org/abs/2402.18206
What is the publication date and link for the paper 'Generative Image Dynamics'?,,The publication date is 2023-09-14 and you can find the paper here https://arxiv.org/abs/2309.07906
What is the publication date and link for the paper 'RAM-Avatar: Real-time Photo-Realistic Avatar from Monocular Videos with Full-body Control'?,,The publication date is 2023-03-17 and you can find the paper here https://arxiv.org/html/2303.10275v2
What is the publication date and link for the paper 'SCoFT: Self-Contrastive Fine-Tuning for Equitable Image Generation'?,,The publication date is 2024-01-16 and you can find the paper here https://arxiv.org/abs/2401.08053
Can you summarize the key findings of the study 'Rendering Every Pixel for High-Fidelity Geometry in 3D GANs'?,"Publication Date: 2024-01-04, ArXiv Link: https://arxiv.org/abs/2401.02411","In the paper 'Rendering Every Pixel for High-Fidelity Geometry in 3D GANs', 3D-aware Generative Adversarial Networks GANs have shown remarkable progress in learning to generate multi-view-consistent images and 3D geometries of scenes from collections of 2D images via neural volume rendering. Yet, the significant memory and computational costs of dense sampling in volume rendering have forced 3D GANs to adopt patch-based training or employ low-resolution rendering with post-processing 2D super resolution, which sacrifices multiview consistency and the quality of resolved geometry. Consequently, 3D GANs have not yet been able to fully resolve the rich 3D geometry present in 2D images. In this work, we propose techniques to scale neural volume rendering to the much higher resolution of native 2D images, thereby resolving fine-grained 3D geometry with unprecedented detail. Our approach employs learning-based samplers for accelerating neural rendering for 3D GAN training using up to 5 times fewer depth samples. This enables us to explicitly render every pixel of the full-resolution image during training and inference without post-processing superresolution in 2D. Together with our strategy to learn high-quality surface geometry, our method synthesizes high-resolution 3D geometry and strictly view-consistent images while maintaining image quality on par with baselines relying on post-processing super resolution. We demonstrate state-of-the-art 3D gemetric quality on FFHQ and AFHQ, setting a new standard for unsupervised learning of 3D shapes in 3D GANs."
What is the main contribution of the research paper titled 'An Interactive Navigation Method with Effect-oriented Affordance'?,,The publication date is 2023-10-13 and you can find the paper here https://arxiv.org/abs/2310.08873
Can you summarize the key findings of the study 'MULAN: A Multi Layer Annotated Dataset for Controllable Text-to-Image Generation'?,"Publication Date: 2024-04-03, ArXiv Link: https://arxiv.org/abs/2404.02790","In the paper 'MULAN: A Multi Layer Annotated Dataset for Controllable Text-to-Image Generation', Text-to-image generation has achieved astonishing results, yet precise spatial controllability and prompt fidelity remain highly challenging. This limitation is typically addressed through cumbersome prompt engineering, scene layout conditioning, or image editing techniques which often require hand drawn masks. Nonetheless, pre-existing works struggle to take advantage of the natural instance-level compositionality of scenes due to the typically flat nature of rasterized RGB output images. Towards adressing this challenge, we introduce MuLAn a novel dataset comprising over 44K MUlti-Layer ANnotations of RGB images as multilayer, instance-wise RGBA decompositions, and over 100K instance images. To build MuLAn, we developed a training free pipeline which decomposes a monocular RGB image into a stack of RGBA layers comprising of background and isolated instances. We achieve this through the use of pretrained general-purpose models, and by developing three modules image decomposition for instance discovery and extraction, instance completion to reconstruct occluded areas, and image re-assembly. We use our pipeline to create MuLAn-COCO and MuLAn-LAION datasets, which contain a variety of image decompositions in terms of style, composition and complexity. With MuLAn, we provide the first photorealistic resource providing instance decomposition and occlusion information for high quality images, opening up new avenues for text-to-image generative AI research. With this, we aim to encourage the development of novel generation and editing technology, in particular layer-wise solutions. MuLAn data resources are available at httpsMuLAn-dataset.github.io."
Could you explain the significance of 'On the Scalability of Diffusion-based Text-to-Image Generation' in simple terms?,,The publication date is 2024-04-03 and you can find the paper here https://arxiv.org/abs/2404.02883
How does 'G-FARS: Gradient-Field-based Auto-Regressive Sampling for 3D Part Grouping' impact the current field of study?,"Publication Date: 2024-05-10, ArXiv Link: https://arxiv.org/abs/2405.06828","In the paper 'G-FARS: Gradient-Field-based Auto-Regressive Sampling for 3D Part Grouping', This paper proposes a novel task named 3D part grouping. Suppose there is a mixed set containing scattered parts from various shapes. This task requires algorithms to find out every possible combination among all the parts. To address this challenge, we propose the so called Gradient Field-based Auto-Regressive Sampling framework G-FARS tailored specifically for the 3D part grouping task. In our framework, we design a gradient-field-based selection graph neural network GNN to learn the gradients of a log conditional probability density in terms of part selection, where the condition is the given mixed part set. This innovative approach, implemented through the gradient-field-based selection GNN, effectively captures complex relationships among all the parts in the input. Upon completion of the training process, our framework becomes capable of autonomously grouping 3D parts by iteratively selecting them from the mixed part set, leveraging the knowledge acquired by the trained gradient-field-based selection GNN. Our code is available at httpsgithub.comJ-F-ChengG-FARS-3DPartGrouping."
What is the publication date and link for the paper 'Unsupervised Salient Instance Detection'?,,The publication date is 2024-04-23 and you can find the paper here https://arxiv.org/abs/2404.14759
What is the publication date and link for the paper 'RAVE: Randomized Noise Shuffling for Fast and Consistent Video Editing with Diffusion Models'?,,The publication date is 2023-12-07 and you can find the paper here https://arxiv.org/abs/2312.04524
Can you summarize the key findings of the study 'CosmicMan: A Text-to-Image Foundation Model for Humans'?,"Publication Date: 2024-04-01, ArXiv Link: http://export.arxiv.org/abs/2404.01294","In the paper 'CosmicMan: A Text-to-Image Foundation Model for Humans', We present CosmicMan, a text-to-image foundation model specialized for generating high-fidelity human images. Unlike current general-purpose foundation models that are stuck in the dilemma of inferior quality and text-image misalignment for humans, CosmicMan enables generating photo-realistic human images with meticulous appearance, reasonable structure, and precise text-image alignment with detailed dense descriptions. At the heart of CosmicMans success are the new reflections and perspectives on data and models 1 We found that data quality and a scalable data production flow are essential for the final results from trained models. Hence, we propose a new data production paradigm, Annotate Anyone, which serves as a perpetual data flywheel to produce high-quality data with accurate yet cost-effective annotations over time. Based on this, we constructed a large-scale dataset, CosmicMan-HQ 1.0, with 6 Million high-quality real-world human images in a mean resolution of 1488x1255, and attached with precise text annotations deriving from 115 Million attributes in diverse granularities. 2 We argue that a text-to-image foundation model specialized for humans must be pragmatic -- easy to integrate into down-streaming tasks while effective in producing high-quality human images. Hence, we propose to model the relationship between dense text descriptions and image pixels in a decomposed manner, and present Decomposed-Attention-Refocusing Daring training framework. It seamlessly decomposes the cross-attention features in existing text-to-image diffusion model, and enforces attention refocusing without adding extra modules. Through Daring, we show that explicitly discretizing continuous text space into several basic groups that align with human body structure is the key to tackling the misalignment problem in a breeze."
What is the publication date and link for the paper 'Think Twice Before Selection: Federated Evidential Active Learning for Medical Image Analysis with Domain Shifts'?,,The publication date is 2023-12-05 and you can find the paper here https://arxiv.org/abs/2312.02567
What is the publication date and link for the paper 'Visual Delta Generator with Large Multi-modal Models for Semi-supervised Composed Image Retrieval'?,,The publication date is 2024-04-23 and you can find the paper here https://arxiv.org/abs/2404.15516
How does 'LiDAR-based Person Re-identification' impact the current field of study?,"Publication Date: 2023-12-05, ArXiv Link: https://arxiv.org/abs/2312.03033","In the paper 'LiDAR-based Person Re-identification', Camera-based person re-identification ReID systems have been widely applied in the field of public security. However, cameras often lack the perception of 3D morphological information of human and are susceptible to various limitations, such as inadequate illumination, complex background, and personal privacy. In this paper, we propose a LiDAR-based ReID framework, ReID3D, that utilizes pre-training strategy to retrieve features of 3D body shape and introduces Graph-based Complementary Enhancement Encoder for extracting comprehensive features. Due to the lack of LiDAR datasets, we build LReID, the first LiDAR-based person ReID dataset, which is collected in several outdoor scenes with variations in natural conditions. Additionally, we introduce LReID-sync, a simulated pedestrian dataset designed for pre-training encoders with tasks of point cloud completion and shape parameter learning. Extensive experiments on LReID show that ReID3D achieves exceptional performance with a rank-1 accuracy of 94.0, highlighting the significant potential of LiDAR in addressing person ReID tasks. To the best of our knowledge, we are the first to propose a solution for LiDAR-based ReID. The code and datasets will be released soon."
What is the publication date and link for the paper 'Multi-scale Dynamic and Hierarchical Relationship Modeling for Facial Action Units Recognition'?,,The publication date is 2024-04-09 and you can find the paper here https://arxiv.org/abs/2404.06443
What is the publication date and link for the paper 'Adapt or Perish: Adaptive Sparse Transformer with Attentive Feature Refinement for Image Restoration'?,,The publication date is 2023-12-11 and you can find the paper here https://arxiv.org/abs/2312.06874
How does 'Circuit Design and Efficient Simulation of Quantum Inner Product and Empirical Studies of Its Effect on Near-Term Hybrid Quantum-Classic Machine Learning' impact the current field of study?,"Publication Date: 2023-10-06, ArXiv Link: https://arxiv.org/abs/2310.03978","In the paper 'Circuit Design and Efficient Simulation of Quantum Inner Product and Empirical Studies of Its Effect on Near-Term Hybrid Quantum-Classic Machine Learning', Efficient simulation of quantum circuits has become indispensable with the rapid development of quantum hardware. The primary simulation methods are based on state vectors and tensor networks. As the number of qubits and quantum gates grows larger in current quantum devices, traditional state-vector based quantum circuit simulation methods prove inadequate due to the overwhelming size of the Hilbert space and extensive entanglement. Consequently, brutal force tensor network simulation algorithms become the only viable solution in such scenarios. The two main challenges faced in tensor network simulation algorithms are optimal contraction path finding and efficient execution on modern computing devices, with the latter determines the actual efficiency. In this study, we investigate the optimization of such tensor network simulations on modern GPUs and propose general optimization strategies from two aspects computational efficiency and accuracy. Firstly, we propose to transform critical Einstein summation operations into GEMM operations, leveraging the specific features of tensor network simulations to amplify the efficiency of GPUs. Secondly, by analyzing the data characteristics of quantum circuits, we employ extended precision to ensure the accuracy of simulation results and mixed precision to fully exploit the potential of GPUs, resulting in faster and more precise simulations. Our numerical experiments demonstrate that our approach can achieve a 3.96x reduction in verification time for random quantum circuit samples in the 18-cycle case of Sycamore, with sustained performance exceeding 21 TFLOPS on one A100. This method can be easily extended to the 20-cycle case, maintaining the same performance, accelerating by 12.5x compared to the state-of-the-art CPU-based results and 4.48-6.78x compared to the state-of-the-art GPU-based results reported in the literature."
What is the publication date and link for the paper 'Image Sculpting: Precise Object Editing with 3D Geometry Control'?,,The publication date is 2024-01-02 and you can find the paper here https://arxiv.org/abs/2401.01702
What is the publication date and link for the paper 'Test-Time Domain Generalization for Face Anti-Spoofing'?,,The publication date is 2024-03-28 and you can find the paper here https://arxiv.org/abs/2403.19334
What are the major insights presented in the paper 'Towards Learning a Generalist Model for Embodied Navigation'?,,The publication date is 2023-12-04 and you can find the paper here https://arxiv.org/abs/2312.02010
